Isolate ID	Scheme	Sequence Type	Locus 1	Locus 2	Locus 3	Locus 4	Locus 5	Locus 6	Locus 7
Flye_on_data_5:_consensus	saureus	-	arcC(908?)	aroE(~1081)	glpF(1)	gmk(~612)	pta(12)	tpi(~864)	yqiL(10)
